"informal work in eng","Profession in Amharic","professional/ formal","sector","sub sector","nel_model_label","n_matches","best_score","best_confidence","m1_label","m1_uri","m1_score","m1_confidence","m2_label","m2_uri","m2_score","m2_confidence","m3_label","m3_uri","m3_score","m3_confidence","m4_label","m4_uri","m4_score","m4_confidence","m5_label","m5_uri","m5_score","m5_confidence","subsector_isco4","filter_applied","n_dropped","dropped_labels"
"Quantitative Data analysis assistant","የቁጥር ዳታ ትንተና ረዳት","P","Service","Consulting around natural science","minilm","5","0.8577","high_confidence","statistical assistant","http://data.europa.eu/esco/occupation/d2e63d7e-2605-4af1-bb7d-b1ed9ad08825","0.8577","high_confidence","data analyst","http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2","0.8256","low_similarity","data scientist","http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30","0.8040","low_similarity","university research assistant","http://data.europa.eu/esco/occupation/5ac65daa-0896-4193-9f0e-8b00746b78a1","0.7747","low_similarity","data quality specialist","http://data.europa.eu/esco/occupation/7086d0ca-1e77-4690-89c9-7ed1a0478fa3","0.7686","low_similarity","","no","0",""
"Quantity and Cost Engineer","ብዛት እና ወጪ መሐንዲስ","P","Construction","General Contractor (Except for the from Water works contractor","minilm","5","0.8147","low_similarity","calculation engineer","http://data.europa.eu/esco/occupation/fbceeac6-798b-4307-a825-626707a753ad","0.8147","low_similarity","manufacturing engineer","http://data.europa.eu/esco/occupation/6818c837-072a-4120-b913-bd360b7b14d0","0.8147","low_similarity","equipment engineer","http://data.europa.eu/esco/occupation/1c36dd08-f6a7-43f2-a889-beebedb71c25","0.8129","low_similarity","quality engineer","http://data.europa.eu/esco/occupation/30c0943c-caa1-411d-b273-26f475971273","0.8041","low_similarity","production engineer","http://data.europa.eu/esco/occupation/d7380260-1386-4e36-98b5-8115ca4a3536","0.8027","low_similarity","","no","0",""
"Quantity Engineer II","ብዛት መሐንዲስ II","P","Construction","General Contractor (Except for the from Water works contractor","minilm","5","0.8414","low_similarity","manufacturing engineer","http://data.europa.eu/esco/occupation/6818c837-072a-4120-b913-bd360b7b14d0","0.8414","low_similarity","equipment engineer","http://data.europa.eu/esco/occupation/1c36dd08-f6a7-43f2-a889-beebedb71c25","0.8309","low_similarity","logistics engineer","http://data.europa.eu/esco/occupation/c4071145-a774-4cf4-aefa-ae18a385cca4","0.8293","low_similarity","packing machinery engineer","http://data.europa.eu/esco/occupation/4e3fede9-5522-4624-91bc-b59c79fada02","0.8255","low_similarity","production engineer","http://data.europa.eu/esco/occupation/d7380260-1386-4e36-98b5-8115ca4a3536","0.8223","low_similarity","","no","0",""
"Quantity Engineer III","ብዛት መሐንዲስ III","P","Construction","General Contractor (Except for the from Water works contractor","minilm","5","0.8585","high_confidence","manufacturing engineer","http://data.europa.eu/esco/occupation/6818c837-072a-4120-b913-bd360b7b14d0","0.8585","high_confidence","equipment engineer","http://data.europa.eu/esco/occupation/1c36dd08-f6a7-43f2-a889-beebedb71c25","0.8461","low_similarity","production engineer","http://data.europa.eu/esco/occupation/d7380260-1386-4e36-98b5-8115ca4a3536","0.8400","low_similarity","logistics engineer","http://data.europa.eu/esco/occupation/c4071145-a774-4cf4-aefa-ae18a385cca4","0.8385","low_similarity","industrial engineer","http://data.europa.eu/esco/occupation/53d2052f-edc0-4f44-8be1-164526412bfe","0.8352","low_similarity","","no","0",""
"Quantity Engineer IV","ብዛት መሐንዲስ IV","P","Construction","General Contractor (Except for the from Water works contractor","minilm","5","0.8306","low_similarity","quantity surveyor","http://data.europa.eu/esco/occupation/0cca32c2-9308-4927-adb2-14771ab787f0","0.8306","low_similarity","equipment engineer","http://data.europa.eu/esco/occupation/1c36dd08-f6a7-43f2-a889-beebedb71c25","0.8258","low_similarity","manufacturing engineer","http://data.europa.eu/esco/occupation/6818c837-072a-4120-b913-bd360b7b14d0","0.8230","low_similarity","calculation engineer","http://data.europa.eu/esco/occupation/fbceeac6-798b-4307-a825-626707a753ad","0.8103","low_similarity","logistics engineer","http://data.europa.eu/esco/occupation/c4071145-a774-4cf4-aefa-ae18a385cca4","0.8078","low_similarity","","no","0",""
"Quran and Tajweed teacher","የቁርዓን እና የተጅዊድ መምህር","P","Education","other","minilm","5","0.7634","low_similarity","religious education teacher at secondary school","http://data.europa.eu/esco/occupation/35e42c87-faf7-465f-abe4-f26717996dd1","0.7634","low_similarity","religious studies lecturer","http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef","0.7464","low_similarity","philosophy teacher secondary school","http://data.europa.eu/esco/occupation/e8b93ce7-e39b-4261-a25a-9b84764eb724","0.6904","low_similarity","philosophy lecturer","http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083","0.6902","low_similarity","minister of religion","http://data.europa.eu/esco/occupation/ed256ed0-0432-4969-8544-3e5e01a517a9","0.6902","low_similarity","","no","0",""
"Quran and Tajweed tutor","የቁርዓን እና የተጅዊድ አስተማሪ","P","Education","other","minilm","5","0.7518","low_similarity","tutor","http://data.europa.eu/esco/occupation/59bce29f-5c8b-47cf-bfd4-6ec003f5323a","0.7518","low_similarity","religious studies lecturer","http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef","0.7230","low_similarity","religious education teacher at secondary school","http://data.europa.eu/esco/occupation/35e42c87-faf7-465f-abe4-f26717996dd1","0.7158","low_similarity","learning mentor","http://data.europa.eu/esco/occupation/3d0f86c1-9bdd-4e84-bc62-93a716128c8d","0.6631","low_similarity","pharmacy lecturer","http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b","0.6626","low_similarity","","no","0",""
"Quran teacher","የቁርኣን መምህር","P","Education","other","minilm","5","0.8116","low_similarity","religious education teacher at secondary school","http://data.europa.eu/esco/occupation/35e42c87-faf7-465f-abe4-f26717996dd1","0.8116","low_similarity","religious studies lecturer","http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef","0.7884","low_similarity","secondary school teacher","http://data.europa.eu/esco/occupation/5efb2c08-ba3a-4659-a2e4-1883f54e77b6","0.7737","low_similarity","primary school teacher","http://data.europa.eu/esco/occupation/03d79393-7b30-4159-945b-01963eddd302","0.7639","low_similarity","further education teacher","http://data.europa.eu/esco/occupation/6afe39e2-2674-45db-b05c-a6cab02fe25b","0.7618","low_similarity","","no","0",""
"R &D and Quality control Manager","R&D እና የጥራት ቁጥጥር አስተዳዳሪ","P","Service","Industrial research and experimental development activities","minilm","5","0.8193","low_similarity","industrial quality manager","http://data.europa.eu/esco/occupation/fdb16700-109e-4d02-949e-3213f278df93","0.8193","low_similarity","quality services manager","http://data.europa.eu/esco/occupation/109e0a5d-203d-4af6-8f70-692111335ec3","0.8112","low_similarity","product quality controller","http://data.europa.eu/esco/occupation/b0ad8659-0410-4b5b-9466-a90f8b3cdac9","0.7746","low_similarity","ICT quality assurance manager","http://data.europa.eu/esco/occupation/a28dff76-74df-46ee-929f-d1fffbb63cd7","0.7658","low_similarity","construction quality manager","http://data.europa.eu/esco/occupation/326027fc-5408-47cd-9b32-fbe770dbbe80","0.7580","low_similarity","","no","0",""
"R R Representative","R R ተወካይ","U","Service","Other services","minilm","5","0.7940","low_similarity","customer service representative","http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7","0.7940","low_similarity","member of parliament","http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da","0.7563","low_similarity","commercial sales representative","http://data.europa.eu/esco/occupation/14031d4a-6e99-442f-b4fe-18262b6432b2","0.7363","low_similarity","senator","http://data.europa.eu/esco/occupation/73c3f018-71ce-4dc1-abdd-14cea7873717","0.7349","low_similarity","parliamentary assistant","http://data.europa.eu/esco/occupation/d9004a14-bda2-4c63-ab64-17ca163ac1bd","0.7241","low_similarity","","no","0",""
"R&D Expert","የ R&D ባለሙያ","U","Service","Industrial research and experimental development activities","minilm","5","0.7665","low_similarity","data scientist","http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30","0.7665","low_similarity","data analyst","http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2","0.7653","low_similarity","data quality specialist","http://data.europa.eu/esco/occupation/7086d0ca-1e77-4690-89c9-7ed1a0478fa3","0.7387","low_similarity","marketing consultant","http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc","0.7356","low_similarity","autonomous driving specialist","http://data.europa.eu/esco/occupation/e8fca903-6590-48a8-8902-094bb41ee90c","0.7334","low_similarity","","no","0",""
"R&D Specialist","የ R&D ስፔሻሊስት","U","Service","Industrial research and experimental development activities","minilm","5","0.8053","low_similarity","specialist biomedical scientist","http://data.europa.eu/esco/occupation/acbb7a20-c947-480d-a07e-868a0ab3eab8","0.8053","low_similarity","specialised doctor","http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac","0.8049","low_similarity","specialist nurse","http://data.europa.eu/esco/occupation/18e14e61-495b-44cc-a7c6-df4c625934ba","0.8037","low_similarity","specialist pharmacist","http://data.europa.eu/esco/occupation/8db28ebf-8818-4639-aa49-30324901836e","0.8036","low_similarity","back office specialist","http://data.europa.eu/esco/occupation/b2e81332-0972-4e0f-9a4d-1d15c9c9513b","0.7943","low_similarity","","no","0",""
"Radiator Maintenance Officer","የራዲያተር ጥገና ኦፊሰር","P","Service","Motor vehicle repair work","minilm","2","0.7898","low_similarity","vehicle maintenance supervisor","http://data.europa.eu/esco/occupation/264b00c9-84d0-4dc9-b590-aed2cea2b904","0.7898","low_similarity","aircraft maintenance coordinator","http://data.europa.eu/esco/occupation/b27854dd-3fbe-406e-a750-54f677d55936","0.7767","low_similarity","","","","","","","","","","","","","7231.0","yes","3","radiation protection officer; energy conservation officer; heating technician"
"Radiator Maintenance Technician","የራዲያተር ጥገና ቴክኒሻን","P","Service","Motor vehicle repair work","minilm","1","0.8200","low_similarity","aircraft maintenance technician","http://data.europa.eu/esco/occupation/91373a70-79b6-47a2-aa50-07dfe20dd258","0.8200","low_similarity","","","","","","","","","","","","","","","","","7231.0","yes","4","heating technician; computer hardware repair technician; physics technician; radiation protection technician"
"Radio communication teacher","የሬዲዮ ግንኙነት መምህር","P","Education","other","minilm","5","0.8614","high_confidence","radio technician","http://data.europa.eu/esco/occupation/35efc04c-429a-407e-a00a-f07fd03c2743","0.8614","high_confidence","radiographer","http://data.europa.eu/esco/occupation/7639a601-6db0-41ed-9fb0-813d9b8beb05","0.8532","high_confidence","communications lecturer","http://data.europa.eu/esco/occupation/49023c69-302f-4671-b26f-7229d1a53915","0.8229","low_similarity","broadcast technician","http://data.europa.eu/esco/occupation/fe4a72af-6206-4d86-90c1-b5fb4b5ba2b2","0.8115","low_similarity","music teacher","http://data.europa.eu/esco/occupation/f235bc5a-dbf6-4f9e-bbdb-cf313d32b75b","0.8069","low_similarity","","no","0",""
"Radio Frequency Data Engineer","የሬዲዮ ድግግሞሽ ውሂብ መሐንዲስ","P","ICT and digital work","Software Design Development and Implementation Works","minilm","0","","","","","","","","","","","","","","","","","","","","","","","2512.0","yes","5","radio technician; radiographer; sensor engineering technician; electromagnetic engineer; telecommunications engineering technician"
